0,0.8461,0.1539,700,500.39
0.060643,0.84602,0.15398,699.8,8.2031
0.12129,0.84591,0.15409,699.6,83.203
0.18193,0.84579,0.15421,699.4,137.11
0.47773,0.84514,0.15486,698.43,411.33
0.77354,0.84449,0.15551,697.46,350.39
1.0693,0.84384,0.15616,696.5,476.95
4.0274,0.83738,0.16262,687.29,397.27
6.9854,0.83087,0.16913,678.5,221.48
9.9435,0.82431,0.17569,670.13,400
10.274,0.82256,0.17744,667.6,0
10.604,0.81997,0.18003,664.27,0
10.935,0.81696,0.18304,660.71,0
11.265,0.81385,0.18615,657.14,0
11.875,0.80813,0.19187,650.62,0
12.486,0.80222,0.19778,644.18,0
13.096,0.79614,0.20386,637.81,0
14.975,0.77616,0.22384,618.55,0
16.854,0.75438,0.24562,599.88,0
18.733,0.73103,0.26897,581.79,0
20.289,0.71192,0.28808,568.38,0
21.845,0.69292,0.30708,555.9,0
23.401,0.67391,0.32609,543.91,0
24.957,0.65496,0.34504,532.26,0
28.515,0.61307,0.38693,506.71,0
31.145,0.58531,0.41469,490.14,0
33.776,0.56051,0.43949,474.98,0
36.406,0.53938,0.46062,460.66,0
39.036,0.52307,0.47693,446.97,0
40.28,0.51801,0.48199,443.51,0
41.524,0.51444,0.48556,442.45,0
42.768,0.5116,0.4884,442.17,0
44.012,0.5091,0.4909,441.81,0
45.255,0.50686,0.49314,441.27,0
48.003,0.50285,0.49715,440.09,0
50.752,0.49995,0.50005,437.28,0
53.5,0.49809,0.50191,433.77,0
56.248,0.49714,0.50286,430.18,0
60.014,0.49661,0.50339,429.3,0
63.78,0.49603,0.50397,431.17,0
67.547,0.49518,0.50482,433.91,0
68.945,0.4948,0.5052,435,0
70.343,0.49442,0.50558,434.94,0
71.74,0.49412,0.50588,434.32,0
73.138,0.49389,0.50611,433.54,0
76.347,0.4937,0.5063,431.82,0
79.555,0.49378,0.50622,430.18,0
79.84,0.4938,0.5062,430.03,0
80.124,0.49382,0.50618,429.19,0
80.409,0.49386,0.50614,428.24,0
81.262,0.49416,0.50584,425.38,0
82.114,0.49463,0.50537,422.55,0
82.966,0.49531,0.50469,419.76,0
86.406,0.50004,0.49996,408.85,0
89.845,0.50802,0.49198,398.51,0
90.904,0.51098,0.48902,397.31,0
91.963,0.51392,0.48608,397.07,0
93.021,0.51677,0.48323,397.12,0
94.08,0.51949,0.48051,397.21,0
96.85,0.52588,0.47412,397.42,0
99.62,0.53158,0.46842,397.61,0
102.39,0.53666,0.46334,397.8,0
109.6,0.5476,0.4524,398.25,0
116.82,0.55554,0.44446,398.67,0
124.03,0.56112,0.43888,399.04,0
131.25,0.56493,0.43507,399.38,0
146.7,0.56908,0.43092,399.99,0
162.14,0.57041,0.42959,400.48,0
177.59,0.57033,0.42967,400.86,0
193.04,0.56959,0.43041,401.15,0
200,0.56914,0.43086,401.26,0
