0,0.8461,0.1539,700,255.47
0.040465,0.84601,0.15399,699.7,513.28
0.08093,0.84586,0.15414,699.4,269.53
0.1214,0.84569,0.15431,699.11,175.78
0.26214,0.84501,0.15499,698.07,592.97
0.40288,0.84432,0.15568,697.04,175.78
0.54362,0.84362,0.15638,696.01,269.53
1.6731,0.83795,0.16205,687.89,325.78
2.8026,0.83211,0.16789,679.92,527.34
3.9321,0.82608,0.17392,672.09,400
7.5233,0.80554,0.19446,648.09,0
9.1169,0.79575,0.20425,637.88,0
9.5829,0.79282,0.20718,634.94,0
10.049,0.79072,0.20928,633.22,0
10.515,0.7894,0.2106,632.1,0
10.981,0.78844,0.21156,631.18,0
11.537,0.78736,0.21264,630.11,0
12.093,0.78625,0.21375,629.06,0
12.649,0.78512,0.21488,628.01,0
13.206,0.784,0.216,626.97,0
17.488,0.7757,0.2243,619.42,0
18.268,0.77419,0.22581,618.08,0
19.047,0.77268,0.22732,616.75,0
19.827,0.77118,0.22882,615.45,0
20.1,0.77002,0.22998,614.06,0
20.374,0.76848,0.23152,612.54,0
20.647,0.76676,0.23324,611,0
21.119,0.76367,0.23633,608.35,0
21.591,0.76053,0.23947,605.73,0
22.062,0.75736,0.24264,603.13,0
24.039,0.7439,0.2561,592.54,0
26.016,0.73007,0.26993,582.29,0
27.993,0.7159,0.2841,572.37,0
29.651,0.70374,0.29626,564.24,0
31.309,0.68981,0.31019,554.8,0
32.967,0.6744,0.3256,544.85,0
34.625,0.65809,0.34191,534.94,0
36.916,0.63513,0.36487,521.6,0
39.206,0.61271,0.38729,508.82,0
40.07,0.60575,0.39425,507.14,0
40.934,0.60139,0.39861,507.92,0
41.798,0.59986,0.40014,509.48,0
42.661,0.60042,0.39958,510.93,0
43.525,0.60201,0.39799,512.14,0
44.677,0.60473,0.39527,513.65,0
45.829,0.60758,0.39242,515.14,0
46.981,0.61049,0.38951,516.63,0
48.133,0.61351,0.38649,518.11,0
49.285,0.61655,0.38345,519.56,0
49.905,0.61817,0.38183,520.33,0
50.526,0.61854,0.38146,518.52,0
51.146,0.61706,0.38294,515.45,0
51.767,0.61394,0.38606,512.03,0
52.544,0.60863,0.39137,507.74,0
53.32,0.60245,0.39755,503.51,0
54.097,0.59592,0.40408,499.35,0
54.873,0.58934,0.41066,495.25,0
56.953,0.57263,0.42737,484.63,0
58.653,0.55998,0.44002,476.19,0
59.773,0.55225,0.44775,470.75,0
60.689,0.54663,0.45337,467.55,0
61.605,0.54144,0.45856,464.59,0
62.521,0.53669,0.46331,461.7,0
64.212,0.52889,0.47111,456.47,0
65.903,0.52231,0.47769,451.38,0
67.594,0.51689,0.48311,446.42,0
69.285,0.51254,0.48746,441.59,0
74.838,0.50446,0.49554,429.14,0
79.138,0.50323,0.49677,421.92,0
80.742,0.50335,0.49665,422.18,0
82.346,0.50327,0.49673,424.6,0
83.949,0.50278,0.49722,427.65,0
85.553,0.50189,0.49811,430.55,0
87.157,0.50076,0.49924,433.19,0
89.685,0.4989,0.5011,437.19,0
91.696,0.49753,0.50247,437.73,0
93.708,0.4964,0.5036,436.99,0
95.72,0.49551,0.50449,435.9,0
97.732,0.49484,0.50516,434.78,0
101.84,0.49419,0.50581,432.69,0
105.95,0.49403,0.50597,430.73,0
110.05,0.4943,0.5057,428.9,0
120.03,0.4962,0.5038,424.87,0
130.01,0.49954,0.50046,421.42,0
139.99,0.50378,0.49622,418.49,0
149.97,0.50851,0.49149,416,0
168.64,0.51773,0.48227,412.33,0
187.3,0.52636,0.47364,409.65,0
200,0.53161,0.46839,408.23,0
