0,0.8461,0.1539,700,288.28
0.042058,0.84601,0.15399,699.71,180.47
0.084116,0.84587,0.15413,699.43,414.84
0.12617,0.8457,0.1543,699.14,161.72
0.27675,0.84502,0.15498,698.12,250.78
0.42733,0.84434,0.15566,697.09,283.59
0.57791,0.84365,0.15635,696.08,114.84
1.8681,0.83766,0.16234,687.51,302.34
3.1583,0.83148,0.16852,679.12,466.41
4.4486,0.82511,0.17489,670.91,400
8.5248,0.80355,0.19645,646,0
9.6876,0.79698,0.20302,639.19,0
10.85,0.78922,0.21078,631.27,0
12.013,0.78045,0.21955,622.89,0
13.176,0.77109,0.22891,614.48,0
14.693,0.75838,0.24162,603.7,0
16.21,0.74532,0.25468,593.23,0
17.727,0.73188,0.26812,583.04,0
19.243,0.7179,0.2821,573.11,0
20.5,0.70816,0.29184,567.5,0
21.756,0.70159,0.29841,563.99,0
23.012,0.6973,0.3027,561.21,0
24.268,0.69338,0.30662,558.41,0
25.524,0.68852,0.31148,555.51,0
27.097,0.68197,0.31803,551.9,0
28.669,0.67586,0.32414,548.39,0
29.918,0.67145,0.32855,545.7,0
31.166,0.66485,0.33515,540.44,0
32.415,0.65488,0.34512,533.17,0
33.664,0.64225,0.35775,525.34,0
34.913,0.62905,0.37095,517.76,0
36.251,0.61549,0.38451,509.98,0
37.589,0.60272,0.39728,502.45,0
38.927,0.59051,0.40949,495.07,0
40.265,0.57916,0.42084,488.82,0
41.603,0.56887,0.43113,483.5,0
44.008,0.55284,0.44716,474.42,0
46.412,0.53941,0.46059,465.83,0
48.817,0.52838,0.47162,457.56,0
51.222,0.51979,0.48021,450.35,0
54.311,0.51133,0.48867,441.95,0
57.4,0.50561,0.49439,434.13,0
59.438,0.50353,0.49647,429.21,0
60.213,0.50314,0.49686,426.08,0
60.988,0.50305,0.49695,422.34,0
61.762,0.50328,0.49672,418.44,0
62.537,0.50385,0.49615,414.57,0
64.137,0.50607,0.49393,406.73,0
65.736,0.50965,0.49035,399.09,0
67.335,0.51449,0.48551,391.65,0
68.935,0.52044,0.47956,384.4,0
70.398,0.52657,0.47343,380.21,0
71.86,0.53297,0.46703,377.98,0
73.323,0.53937,0.46063,376.42,0
74.786,0.54574,0.45426,374.83,0
76.249,0.55213,0.44787,373.13,0
79.54,0.5665,0.4335,369.42,0
80.557,0.57085,0.42915,369.95,0
81.574,0.575,0.425,371.31,0
82.591,0.57889,0.42111,372.89,0
83.608,0.58252,0.41748,374.5,0
85.466,0.58846,0.41154,377.35,0
87.324,0.59349,0.40651,380.11,0
89.183,0.59761,0.40239,382.78,0
91.041,0.60103,0.39897,384.17,0
92.964,0.60407,0.39593,384.93,0
94.887,0.60673,0.39327,385.47,0
96.81,0.6091,0.3909,385.97,0
98.734,0.61118,0.38882,386.46,0
105.08,0.61628,0.38372,387.98,0
111.43,0.61902,0.38098,389.36,0
117.77,0.61988,0.38012,390.62,0
124.12,0.61931,0.38069,391.76,0
137.51,0.61494,0.38506,393.81,0
150.91,0.60848,0.39152,395.46,0
164.3,0.60158,0.39842,396.8,0
177.69,0.59504,0.40496,397.87,0
191.09,0.5892,0.4108,398.73,0
200,0.58576,0.41424,399.2,0
