0,0.8461,0.1539,700,179.3
0.03737,0.84601,0.15399,699.68,10.547
0.074739,0.84585,0.15415,699.35,123.05
0.11211,0.84566,0.15434,699.03,575.39
0.23482,0.84498,0.15502,697.98,315.23
0.35754,0.84427,0.15573,696.92,587.11
0.48025,0.84356,0.15644,695.87,179.3
1.343,0.83847,0.16153,688.57,315.23
2.2057,0.83324,0.16676,681.37,270.7
3.0685,0.82784,0.17216,674.27,400
5.8755,0.80902,0.19098,651.81,0
8.6826,0.78835,0.21165,630.37,0
9.4624,0.78225,0.21775,624.59,0
10.242,0.77495,0.22505,617.58,0
11.022,0.76654,0.23346,610.02,0
11.802,0.75747,0.24253,602.36,0
12.775,0.74566,0.25434,592.9,0
13.749,0.73349,0.26651,583.6,0
14.722,0.72101,0.27899,574.46,0
15.696,0.7082,0.2918,565.47,0
18.986,0.66328,0.33672,536.14,0
19.97,0.64957,0.35043,527.69,0
20.954,0.63675,0.36325,520.47,0
21.938,0.62471,0.37529,513.91,0
22.922,0.61351,0.38649,507.62,0
24.547,0.59632,0.40368,497.47,0
26.173,0.58066,0.41934,487.61,0
27.799,0.56639,0.43361,477.99,0
29.425,0.55351,0.44649,468.63,0
29.802,0.55074,0.44926,466.49,0
30.18,0.54813,0.45187,466.06,0
30.558,0.54571,0.45429,466.49,0
30.935,0.54351,0.45649,467.17,0
31.64,0.54018,0.45982,468.46,0
32.345,0.53754,0.46246,469.75,0
33.049,0.53554,0.46446,471.01,0
34.869,0.53262,0.46738,474.21,0
36.688,0.53266,0.46734,477.3,0
38.507,0.53502,0.46498,480.29,0
39.803,0.53776,0.46224,482.36,0
40.836,0.53942,0.46058,481.31,0
41.869,0.53983,0.46017,478.96,0
42.902,0.53896,0.46104,476.26,0
43.935,0.53715,0.46285,473.53,0
45.685,0.53301,0.46699,469.05,0
47.435,0.52817,0.47183,464.71,0
49.185,0.52323,0.47677,460.5,0
49.797,0.52155,0.47845,459.06,0
50.41,0.52,0.48,459.29,0
51.022,0.51868,0.48132,460.34,0
51.634,0.51763,0.48237,461.63,0
52.746,0.51666,0.48334,463.96,0
53.858,0.51651,0.48349,466.25,0
54.969,0.51713,0.48287,468.5,0
57.969,0.5217,0.4783,474.37,0
59.529,0.52564,0.47436,477.3,0
60.031,0.52676,0.47324,476.19,0
60.533,0.52739,0.47261,474.08,0
61.035,0.52747,0.47253,471.67,0
61.536,0.52707,0.47293,469.24,0
62.466,0.52549,0.47451,464.81,0
63.396,0.52318,0.47682,460.46,0
64.326,0.52053,0.47947,456.19,0
65.256,0.51782,0.48218,451.98,0
67.363,0.51268,0.48732,442.77,0
69.104,0.50953,0.49047,435.39,0
69.563,0.50883,0.49117,433.46,0
70.021,0.50822,0.49178,432.43,0
70.48,0.50766,0.49234,431.53,0
71.66,0.50652,0.49348,429.33,0
72.84,0.50567,0.49433,427.17,0
74.02,0.50513,0.49487,425.05,0
79.889,0.50628,0.49372,415.05,0
84.753,0.51234,0.48766,405.37,0
89.618,0.52294,0.47706,395.37,0
91.046,0.52668,0.47332,394.28,0
92.475,0.53036,0.46964,394.14,0
93.903,0.53386,0.46614,394.28,0
95.332,0.53717,0.46283,394.47,0
98.307,0.54321,0.45679,394.82,0
101.28,0.5485,0.4515,395.15,0
104.26,0.55314,0.44686,395.47,0
111.22,0.56204,0.43796,396.16,0
118.19,0.56837,0.43163,396.79,0
125.15,0.57265,0.42735,397.36,0
132.11,0.57534,0.42466,397.87,0
152.11,0.57731,0.42269,399.06,0
172.11,0.57559,0.42441,399.93,0
192.11,0.57324,0.42676,400.56,0
200,0.57242,0.42758,400.76,0
